문서 번호,제목,질문,위치 고유번호,조회수,질문 날짜
477157628,질문서울 강남인근 층고높은 커피숍 추천부탁드립니다.,인천에 스타파이브카페 같은 곳요. 인천은 너무 멀어서 강남인근 분위기좋은 갤러리같은 커피숍도 좋아요 도배성 광고글 신고합니다.,120115, 35,2024.10.27
477156851,질문강남 눈썹문신 서울시장 오세훈 씨가 한 곳,강남에 서울시장 오세훈 씨가 눈썹 문신 하신 곳이 있는데 저장해뒀다가 삭제해버렸어요... 아시는 분 어딘지 알려주세요!!! 여자 원장님이셨고 위치는 강남이었던 걸로 기억합니다. 인스타에 원장님과 오세훈 씨가 함께 찍은 사진이 있었던 걸로 기억해요.,120115, 28,2024.10.27
477153638,질문2025 윈터스쿨 마감 안 끝난 곳 알려주세요,말그대로 2025 윈터스쿨 신청할려고하는데 지역은 상관 없고 성적 안 보는 곳 좀 추천해주세요,120115, 50,2024.10.27
477140556,질문현재 배민플러스 괜찮을까요 ? 강남 지역에서요,역삼동 거주중인데요. 커넥트 콜사가 좀 심해서 ㅠ 플러스로 갈아탈까 생각중인데 배민 플러스 배민 커넥트 확실한 장단점이 뭐가있을까요 ?,120115, 45,2024.10.27
477133814,질문논현역 출구쪽에 버려진출구가있던데 무슨용도로쓰이나요?,논현역 34번출구에서 좀가면 내려가는출구가있는데 들어가보니까 노숙자아저씨들이 욕하면서 나가라해서 나왔는데 무섭네요…,120115, 42,2024.10.27
477127159,질문강남 논현동,강남에서 논현동이 좀 거친사람들 자주 출몰하는곳인가요?,120115, 41,2024.10.26
477125468,질문강남 유앤미 추천,강남 유앤미 가라오케 강남 유앤미 하이퍼블릭 실장추천부탁드려요 강남 달토 가라오케 강남 달토 하이퍼블릭 실장추천부탁드려요 강남 퍼펙트 가라오케 강남 퍼펙트 하이퍼블릭 실장추천부탁드려요 강남 사라있네 가라오케 강남 사라있네 하이퍼블릭 실장추천부탁드려요,120115, 30,2024.10.26
477111069,질문강남역 PT 잘하는 곳 어디 있나요?,강남역에 PT 잘하는 곳 있을까요? 대학교에 들어가기 전에 몸을 좀 바꾸고 가고 싶습니다.,120115, 38,2024.10.26
477094525,질문강남 가라오케 추전부탁드려요,강남 가라오케 추천부탁드립니다 !!!,120115, 45,2024.10.26
477081049,질문중학교 2학년 학생 통금,서울에서 1-2시간 거리에 사는 중학교 2학년 학생입니다 이번에 친구들하고 서울로 놀러가기로 했는데 자꾸 7-8시까지 집에 오라고 하십니다 그 시간에 오려면 적어도 6시에는 지하철을 타야하는데 이게 맞는 걸까요??? 다른 데를 가는 것도 아니고 놀이공원을 가려고 하는데 자꾸 6시에 나오라고 하시니 많이 슬프고 답답해요 원래 다들 이런 건가요???,120115, 33,2024.10.25
476997490,질문코리안 좀비 강남점에 정찬성 자주 오나요?,일주일에 몇번정도 오나요?,120115, 33,2024.10.25
477021656,질문강남 안과 영어진료가능한곳 잇나요?,강남에 안과중에 영어진료가능한곳 잇으면 알려주세요 ㅜ 감사합니다,120115, 41,2024.10.25
477071888,질문친구랑 카페가면,제가 말수가 적고 재미없는 편이라 친구랑 만나면 거의 술 먹거나 좀 활동적인거 (게임노래방영화 등)를 하는 편인데 여자들끼리 카페가면 보통 모해요?? 이번에 둘이서 서울 카페가서 여자놀이를 하자는데 제가 말이 없어서 갑분싸 될까바 걱정돼요ㅜ,120115, 44,2024.10.25
477048003,질문~~서울 강남에 있는 부동산에 문의드립니다?~~,안녕하세요 서울 강남 역삼동 저렴한 아파트 있는지 알아보기 위해서 11월달 아니면 12월달에 방문을 할려고 하는데 가능한곳 있을까요?역삼동 푸르지오 24평짜리 얼마정도 하는지 정확하게 알수 있나요?,120115, 26,2024.10.24
477034161,질문시대인재 대치 목동 차이점,안녕하세요 현재 고 1입니다 올 겨울방학때 시대인재를 다니고 싶은데 대치동과 목동 둘 중 수업 퀄리티가 다를까요?? 대치동은 1시간 20분쯤 걸리고 목동은 20분 걸립니다 그리고 모집 조건이 빡센편인가요? 그리고 수강신청은 열리자마자 바로 해야 들어갈 수 있을까요? 그리고 대치는 예비고2 시간표가 나왔던데 목동은 언제쯤나오나요? 이외에도 시대인재 관련 정보같은 게 있다면 알려주세요!,120115, 28,2024.10.24
477033756,질문소라게 키우기,안녕하세요소라게를 키우려고 하는데소라게도 울음소리가 있나요?그리고 그 소리가 많이 시끄럽나요? 그리고 소라게 키우는데 필요한 용품과 필요한 행동 알려주세요!,120115, 32,2024.10.24
477029504,질문수서술집블맥홀 맛집인가요? 어떤가요?,여자친구와 수서 근처에서 분위기도 좋고 가성비 있는 술집인 블맥홀에 방문할 예정입니다. 일단 메뉴 2-3가지는 기본으로 시킬 예정인데 메인 메뉴와 같이 먹기 좋은 사이드 메뉴를 추천받고 싶습니다.,120115, 31,2024.10.24
477014945,질문사당역VS강남역 우승? 옜날말고 현재,,120115, 35,2024.10.24
477000254,질문대모산입구역 시립도서관이나 구립도서관,알려주세요,120115, 34,2024.10.23
476994742,질문영덕고 내신,영덕고에 진학하고 싶은데 내신 따기 많이 힘든가요?,120115, 31,2024.10.23
476987148,질문대치동 인서울4년제 면접이랑 입시컨설팅 어디가좋을까요?,안녕하세요~ 수원살고있는데 중학생 고등학교2학년 아이들이 있는데 꿈이 공대 카이스트.. 그리고 수의대를 가고싶다는데 첫째 둘째 교과성적은 괜찮아서 그..대학컨설팅을 받고싶은데 수원에는 좀 없어서 대치동으로 알아보고있는데요~ ㅠ 도통 모르겠네요 ~세특주제랑 .. 대입 입시면접이랑 입시컨설팅 어디가 좋을지 ㅠ 추천좀 부탁드려요~,120115, 204,2024.10.23
476986755,질문압구정 민클리닉 가보려는데 어떤가요? 후기 궁금합니다,요즘 얼태기가 심하게 와서요 피부도 그렇고 얼굴에 뭘 받아보고 싶은데 도통 모르겠어요 추천받은게 압구정 민클리닉인데 근방에서 오래되고 단골들 많은 피부과라고.. 혹시 여기 다니시는 분 있나요? 저는 얼굴 처지는거랑 탄력 이런거 때문에 걱정인데 막상 가서 받아보려니 그냥 좀 떨리네요 리프팅? 얼굴 땡겨주는거 이런거 잘하려나요ㅎㅎ 갔다 오신 분 있으면 좀 알려주세요~,120115, 150,2024.10.23
476986413,질문강남역 근처에서 주말에도 PT 가능한 곳 추천,주말마다 강남에서 자주 놀다 보니까 주말에는 강남 쪽에서도 PT를 받아보고 싶어서요. 주말에도 Pt가 가능한 헬스장 있을까요?,120115, 38,2024.10.23
476986356,질문강남 대성학원 근처 괜찮은 헬스장,강남 대성학원 근처에서 재수생이 PT랑 공부를 같이 병행하기 좋은 운동 스케줄이 있을까요 공부도 공부지만 너무 앉아있다 보니까 체력이 너무 안좋아지고 교정이 필요한거 같아서요,120115, 34,2024.10.23
476986270,질문강남 대성학원 주변 헬스장 문의,강남대성학원 주변 헬스장에서 학생들을 위한 PT 프로그램이 있나요? 체력 관리에 도움을 받고 싶습니다.,120115, 55,2024.10.23
476986202,질문강남대성학원 다니면서 시간에 맞춰 PT가능한곳,대성학원 다니면서 시간에 맞춰 PT 받을 수 있는 헬스장이 있나요? 학원 스케줄 때문에 시간 조정이 필요한데 가능한가요?,120115, 62,2024.10.23
476984454,질문코엑스 안에 누워서 쉴 곳,코엑스 안에 누워서 쉴 수 있는 곳 있나요? A홀이랑 가깝고 가격대가 높지 않은 곳이면 더 좋을 것 같습니다.,120115, 129,2024.10.23
476979442,질문강남 안과 잘하는 곳 어딘가요?,강남에 안과가 많아서 스마일라식이나 렌즈삽입술 받으려고 하는데 어디서 받아야 할지 모르겠어요 강남에 안과 잘하는 곳 있나요?,120115, 152,2024.10.23
476964317,질문강남 센트럴 아이파크,역삼동 사는 사람인데요. 이번에 강남센트럴 아이파크로 이사가서 여쭤봅니다. 34평짜리 집인데 방이 세개던데 가장 큰 방부터 순서대로 알려주실 수 있나요? 제가 봤을때는 123 순서대로 큰것 같은데 23 방의 크기가 같다고 하시는 분도 있어서 물어봅니다.,120115, 23,2024.10.22
476958554,질문서울 강남 분양가 상한제 아파트 특벌 공급. 경기도...,서울 강남 분양가 상한제 아파트 특벌 공급. 경기도민도려운 건가요? 당첨 가능한가요? 청약은 같은날 하던데. 해당지역(서울)이 우선권 있어서 어려운건거요?,120115, 28,2024.10.22
476942560,질문강남역 근처 헬스장 50대 중년한테 추천할만한 헬스장,50대 중년이 강남역에서 이용할만한 시설을 갖춘 헬스장이 있을까요 너무 시끄럽거나 운동중에 옆에 와서 피티를 권유하거나 하는 그런 헬스장 말고 그냥 편하게 혼자서 운동 할 만한 헬스장이 있을까 해서 여쭤봅니다,120115, 44,2024.10.22
476942469,질문강남역 근처에서 피티 가격 괜찮고 시설 좋은 헬스장,강남역 쪽에 1:1 PT 가격이 조금은 저렴하고 시설 괜찮은 헬스장 있나요 아니면 1:1 PT 체험이 가능 한 곳이나,120115, 157,2024.10.22
476942396,질문강남역 1번 출구 1:1 PT 괜찮은 곳 있나요,강남역 1번 출구 쪽으로 직장을 옮기게 되었는데 원래 있던 곳에서 1:1 PT를 받은지 얼마 안되어서 혼자 운동하기에는 무리일거 같은데 강남역 1번 출구 쪽에 괜찮은 1:1 PT가 가능 한 곳이 있을까요? 자율 운동도 같이 할 수 있는 곳이면 더 좋을거 같아요,120115, 44,2024.10.22
476942220,질문강남역 부근 헬스장 추천 부탁드려요.,강남역 부근에 헬스장 추천 부탁 드려요!  저는 헬린이 인데 아무래도 1:1 PT도 받아봐야 할거 같고 강남역 부근으로 괜찮은 헬스장이 있을까요?,120115, 44,2024.10.22
476936610,질문버스기사님 컴플레인 어떻게 하나요,버스 탔는데 기사님께서 너무 불친절하셔서 민원 넣으려고 하는데 66번 고양시 일반 버스 입니다 교하차고지에서 출발합니다,120115, 140,2024.10.22
476934373,질문강남역 지하상가 깊이는 얼마나 되나요?,,120115, 51,2024.10.22
476923176,질문친구꿈에 제가 히틀러로 나왔다는데 해몽해주실수 있나요?,친구가 꿈에 제가 놀다가 히틀러인게 수배되서 산으로 같이 도망갔는데 그러다가 히틀러인 제가 총에 맞았대요 그래서 슬펐다는데 해몽해주실수 있나요?,120115, 28,2024.10.21
476922663,질문재활용장 수거,서울 청담동 아파트에서 관리소장을 하고 있습니다. 20세대 이하의 초호화 아파트 입니다. 다름이 아니라 재활용장에 가끔 가전제품이나 명품 옷등 쓸만한것들이 나와서 주워서 당근마켓에 팔고 있는데 혹시 불법인가요? 캔고철박스의류소주맥주병은 밖에 내놓으면 할머니 할아버지들이 다 주워가고 플라스틱스티로폼유리는 구청에서 수거해 갑니다. 음식물은 각자 세대분들이 버리시고요. 재활용장 물건을 주워서 파는게 합법인지 불법인지 궁금합니다.,120115, 35,2024.10.21
476916597,질문강남여고4등급,강남8학군 여고 4등급인데 이화여대 가려면 몇등급까지 올려야할까요 1학년입니다,120115, 36,2024.10.21
476916031,질문코엑스에서 행사가 있어서 거기로 가야하는데,코엑스가 삼성동에 있는건가요? 지방에는 코엑스가 없죠?,120115, 49,2024.10.21
476898456,질문2010-현재 청량리역VS장지역 우승,2010-현재 청량리역VS장지역 우승,120115, 37,2024.10.21
476885516,질문울진고 최소 평균 몇이면 갈수있나요?,울진고 다니셨거나 지금 다니시는 선배님들.. 알려주세요,120115, 37,2024.10.21
476851835,질문강남에서할 거,강남에서 1박2일동안 있을껀데 여기는 꼭 갔으면 좋겠다 또는 여기서 이거는 샀으면 좋겠다 하는거있을까요? 강남 유명한곳 어디있을까요?,120115, 50,2024.10.20
476842617,질문강남코엑스 주변 놀거리,강남 코엑스 주변에 놀거리 많은곳 잇나요? 았으면 추찬 몇개해주세요.. 그리고 밥집도 추천부탁드려요!! 참고로 미성년자에요,120115, 24,2024.10.19
476833270,질문강남에 거주하고 있으면 은수저 맞죠?,집값만 최소 40억 이상이니까.,120115, 34,2024.10.19
476824054,질문뉴코아 강남 버거킹 3관에 있나요?,,120115, 34,2024.10.19
476775224,질문호카 매장 추천해주세요!!,주말에 호카 오네오네 매장 가려고 하는데 노원 근처(수도권) 호카 매장 물건 많고 친절한(?) 큰(?) 곳 있으면 추천 좀 해주세요 ㅠㅠㅠㅜ,120115, 40,2024.10.19
476808414,질문청담은 상징성때문에 비싼건가요?,놀거리나 고급시설 인프라때문에 비싼가요?,120115, 38,2024.10.19
476799985,질문강남 아사이볼 맛집,강남에 아사이볼 맛있는 집 있나요??,120115, 28,2024.10.18
476799451,질문강남 압구정 근처 디저트,여기쯤에 갈껀데 딱 서울에만팔거나 강남압구정 저 근처에만 파는유명 디저트 같은거 있을까요? 참고로 마산 사람이고 겨울쯤 갈꺼라서 디저트가 많이 상하거나 녹지는 않을것같은데... 조금 선물용이나 사서 가져갈 수 있는 디저트 찾고있어요,120115, 111,2024.10.18
